year,week,home_team,away_team,winner
2001,16,Tennessee Titans,Cleveland Browns,Browns
2001,16,Jacksonville Jaguars,Kansas City Chiefs,Chiefs
2001,16,Philadelphia Eagles,New York Giants,Eagles
2001,16,Denver Broncos,Oakland Raiders,Broncos
2001,16,San Diego Chargers,Seattle Seahawks,Seahawks
2001,16,New Orleans Saints,Washington Redskins,Redskins
2001,17,New Orleans Saints,San Francisco 49ers,49ers
2001,17,Indianapolis Colts,Denver Broncos,Colts
2001,17,Pittsburgh Steelers,Cleveland Browns,Steelers
2001,17,Washington Redskins,Arizona Cardinals,Redskins
2001,17,Carolina Panthers,New England Patriots,Patriots
2001,17,Chicago Bears,Jacksonville Jaguars,Bears
2001,17,Detroit Lions,Dallas Cowboys,Lions
2001,17,Tennessee Titans,Cincinnati Bengals,Bengals
2001,17,New York Giants,Green Bay Packers,Packers
2001,17,St. Louis Rams,Atlanta Falcons,Rams
2001,17,Oakland Raiders,New York Jets,Jets
2001,17,Seattle Seahawks,Kansas City Chiefs,Seahawks
2001,17,Miami Dolphins,Buffalo Bills,Dolphins
2001,17,Tampa Bay Buccaneers,Philadelphia Eagles,Eagles
2001,17,Baltimore Ravens,Minnesota Vikings,Ravens
2001,WildCard,Philadelphia Eagles,Tampa Bay Buccaneers,Eagles
2001,WildCard,Oakland Raiders,New York Jets,Raiders
2001,WildCard,Green Bay Packers,San Francisco 49ers,Packers
2001,WildCard,Miami Dolphins,Baltimore Ravens,Ravens
2001,Division,Chicago Bears,Philadelphia Eagles,Eagles
2001,Division,New England Patriots,Oakland Raiders,Patriots
2001,Division,Pittsburgh Steelers,Baltimore Ravens,Steelers
2001,Division,St. Louis Rams,Green Bay Packers,Rams
2001,ConfChamp,Pittsburgh Steelers,New England Patriots,Patriots
2001,ConfChamp,St. Louis Rams,Philadelphia Eagles,Rams
2001,SuperBowl,New England Patriots,St. Louis Rams,Patriots
2002,1,New York Giants,San Francisco 49ers,49ers
2002,1,Green Bay Packers,Atlanta Falcons,Packers
2002,1,Buffalo Bills,New York Jets,Jets
2002,1,Cincinnati Bengals,San Diego Chargers,Chargers
2002,1,Miami Dolphins,Detroit Lions,Dolphins
2002,1,Jacksonville Jaguars,Indianapolis Colts,Colts
2002,1,Chicago Bears,Minnesota Vikings,Bears
2002,1,Carolina Panthers,Baltimore Ravens,Panthers
2002,1,Cleveland Browns,Kansas City Chiefs,Chiefs
2002,1,Washington Redskins,Arizona Cardinals,Redskins
2002,1,Tennessee Titans,Philadelphia Eagles,Titans
2002,1,Tampa Bay Buccaneers,New Orleans Saints,Saints
2002,1,Oakland Raiders,Seattle Seahawks,Raiders
2002,1,Denver Broncos,St. Louis Rams,Broncos
2002,1,Houston Texans,Dallas Cowboys,Texans
2002,1,New England Patriots,Pittsburgh Steelers,Patriots
2002,2,Kansas City Chiefs,Jacksonville Jaguars,Jaguars
2002,2,Indianapolis Colts,Miami Dolphins,Dolphins
2002,2,Dallas Cowboys,Tennessee Titans,Cowboys
2002,2,Baltimore Ravens,Tampa Bay Buccaneers,Bucaneers
2002,2,New York Jets,New England Patriots,Patriots
2002,2,Cleveland Browns,Cincinnati Bengals,Browns
2002,2,Atlanta Falcons,Chicago Bears,Bears
2002,2,New Orleans Saints,Green Bay Packers,Saints
2002,2,Carolina Panthers,Detroit Lions,Panthers
2002,2,St. Louis Rams,New York Giants,Giants
2002,2,San Francisco 49ers,Denver Broncos,Broncos
2002,2,Seattle Seahawks,Arizona Cardinals,Cardinals
2002,2,San Diego Chargers,Houston Texans,Chargers
2002,2,Minnesota Vikings,Buffalo Bills,Bills
2002,2,Pittsburgh Steelers,Oakland Raiders,Raiders
2002,2,Washington Redskins,Philadelphia Eagles,Eagles
2002,3,Minnesota Vikings,Carolina Panthers,Panthers
2002,3,Houston Texans,Indianapolis Colts,Colts
2002,3,Miami Dolphins,New York Jets,Dolphins
2002,3,Philadelphia Eagles,Dallas Cowboys,Eagles
2002,3,New England Patriots,Kansas City Chiefs,Patriots
2002,3,Tennessee Titans,Cleveland Browns,Browns
2002,3,Chicago Bears,New Orleans Saints,Saints
2002,3,Arizona Cardinals,San Diego Chargers,Chargers
2002,3,Denver Broncos,Buffalo Bills,Broncos
2002,3,New York Giants,Seattle Seahawks,Giants
2002,3,San Francisco 49ers,Washington Redskins,49ers
2002,3,Detroit Lions,Green Bay Packers,Packers
2002,3,Atlanta Falcons,Cincinnati Bengals,Falcons
2002,3,Tampa Bay Buccaneers,St. Louis Rams,Bucaneers
2002,4,Kansas City Chiefs,Miami Dolphins,Chiefs
2002,4,Pittsburgh Steelers,Cleveland Browns,Steelers
2002,4,Jacksonville Jaguars,New York Jets,Jaguars
2002,4,Green Bay Packers,Carolina Panthers,Packers
2002,4,Philadelphia Eagles,Houston Texans,Eagles
2002,4,St. Louis Rams,Dallas Cowboys,Cowboys
2002,4,Detroit Lions,New Orleans Saints,Lions
2002,4,Buffalo Bills,Chicago Bears,Bills
2002,4,Arizona Cardinals,New York Giants,Cardinals
2002,4,Cincinnati Bengals,Tampa Bay Buccaneers,Bucaneers
2002,4,Oakland Raiders,Tennessee Titans,Raiders
2002,4,San Diego Chargers,New England Patriots,Chargers
2002,4,Seattle Seahawks,Minnesota Vikings,Seahawks
2002,4,Baltimore Ravens,Denver Broncos,Ravens
2002,5,Indianapolis Colts,Cincinnati Bengals,Colts
2002,5,Buffalo Bills,Oakland Raiders,Raiders
2002,5,New Orleans Saints,Pittsburgh Steelers,Saints
2002,5,Carolina Panthers,Arizona Cardinals,Cardinals
2002,5,Miami Dolphins,New England Patriots,Dolphins
2002,5,Atlanta Falcons,Tampa Bay Buccaneers,Bucaneers
2002,5,Dallas Cowboys,New York Giants,Giants
2002,5,Tennessee Titans,Washington Redskins,Redskins
2002,5,Denver Broncos,San Diego Chargers,Broncos
2002,5,New York Jets,Kansas City Chiefs,Chiefs
2002,5,Jacksonville Jaguars,Philadelphia Eagles,Jaguars
2002,5,San Francisco 49ers,St. Louis Rams,49ers
2002,5,Cleveland Browns,Baltimore Ravens,Ravens
2002,5,Chicago Bears,Green Bay Packers,Packers
2002,6,Indianapolis Colts,Baltimore Ravens,Colts
2002,6,Minnesota Vikings,Detroit Lions,Vikings
2002,6,Tampa Bay Buccaneers,Cleveland Browns,Bucaneers
2002,6,Washington Redskins,New Orleans Saints,Saints
2002,6,New England Patriots,Green Bay Packers,Packers
2002,6,Cincinnati Bengals,Pittsburgh Steelers,Steelers
2002,6,Houston Texans,Buffalo Bills,Bills
2002,6,New York Giants,Atlanta Falcons,Falcons
2002,6,Dallas Cowboys,Carolina Panthers,Cowboys
2002,6,Tennessee Titans,Jacksonville Jaguars,Titans
2002,6,St. Louis Rams,Oakland Raiders,Rams
2002,6,San Diego Chargers,Kansas City Chiefs,Chargers
2002,6,Denver Broncos,Miami Dolphins,Dolphins
2002,6,Seattle Seahawks,San Francisco 49ers,49ers
2002,7,Kansas City Chiefs,Denver Broncos,Broncos
2002,7,New York Jets,Minnesota Vikings,Jets
2002,7,Baltimore Ravens,Jacksonville Jaguars,Ravens
2002,7,St. Louis Rams,Seattle Seahawks,Rams
2002,7,Detroit Lions,Chicago Bears,Lions
2002,7,New Orleans Saints,San Francisco 49ers,Saints
2002,7,Miami Dolphins,Buffalo Bills,Bills
2002,7,Atlanta Falcons,Carolina Panthers,Falcons
2002,7,Oakland Raiders,San Diego Chargers,Chargers
2002,7,Cleveland Browns,Houston Texans,Browns
2002,7,Philadelphia Eagles,Tampa Bay Buccaneers,Eagles
2002,7,Arizona Cardinals,Dallas Cowboys,Cardinals
2002,7,Green Bay Packers,Washington Redskins,Packers
2002,7,Pittsburgh Steelers,Indianapolis Colts,Steelers
2002,8,Minnesota Vikings,Chicago Bears,Vikings
2002,8,Kansas City Chiefs,Oakland Raiders,Chiefs
2002,8,Baltimore Ravens,Pittsburgh Steelers,Steelers
2002,8,Cincinnati Bengals,Tennessee Titans,Titans
2002,8,Buffalo Bills,Detroit Lions,Bills
2002,8,Carolina Panthers,Tampa Bay Buccaneers,Bucaneers
2002,8,New York Jets,Cleveland Browns,Browns
2002,8,New Orleans Saints,Atlanta Falcons,Falcons
2002,8,Dallas Cowboys,Seattle Seahawks,Seahawks
2002,8,San Francisco 49ers,Arizona Cardinals,49ers
2002,8,Jacksonville Jaguars,Houston Texans,Texans
2002,8,New England Patriots,Denver Broncos,Broncos
2002,8,Washington Redskins,Indianapolis Colts,Redskins
2002,8,Philadelphia Eagles,New York Giants,Eagles
2002,9,Indianapolis Colts,Tennessee Titans,Titans
2002,9,Tampa Bay Buccaneers,Minnesota Vikings,Bucaneers
2002,9,Houston Texans,Cincinnati Bengals,Bengals
2002,9,Buffalo Bills,New England Patriots,Patriots
2002,9,Cleveland Browns,Pittsburgh Steelers,Steelers
2002,9,Detroit Lions,Dallas Cowboys,Lions
2002,9,Chicago Bears,Philadelphia Eagles,Eagles
2002,9,Atlanta Falcons,Baltimore Ravens,Falcons
2002,9,San Diego Chargers,New York Jets,Jets
2002,9,Seattle Seahawks,Washington Redskins,Redskins
2002,9,Oakland Raiders,San Francisco 49ers,49ers
2002,9,Arizona Cardinals,St. Louis Rams,Rams
2002,9,New York Giants,Jacksonville Jaguars,Giants
2002,9,Green Bay Packers,Miami Dolphins,Packers
2002,10,Minnesota Vikings,New York Giants,Giants
2002,10,Pittsburgh Steelers,Atlanta Falcons,Steelers
2002,10,Baltimore Ravens,Cincinnati Bengals,Ravens
2002,10,Green Bay Packers,Detroit Lions,Packers
2002,10,Carolina Panthers,New Orleans Saints,Saints
2002,10,St. Louis Rams,San Diego Chargers,Rams
2002,10,Tennessee Titans,Houston Texans,Titans
2002,10,Philadelphia Eagles,Indianapolis Colts,Colts
2002,10,Jacksonville Jaguars,Washington Redskins,Jaguars
2002,10,Arizona Cardinals,Seattle Seahawks,Seahawks
2002,10,San Francisco 49ers,Kansas City Chiefs,49ers
2002,10,Chicago Bears,New England Patriots,Patriots
2002,10,New York Jets,Miami Dolphins,Jets
2002,10,Denver Broncos,Oakland Raiders,Raiders
2002,11,Minnesota Vikings,Green Bay Packers,Vikings
2002,11,Kansas City Chiefs,Buffalo Bills,Chiefs
2002,11,Indianapolis Colts,Dallas Cowboys,Colts
2002,11,Houston Texans,Jacksonville Jaguars,Jaguars
2002,11,Cincinnati Bengals,Cleveland Browns,Browns
2002,11,Philadelphia Eagles,Arizona Cardinals,Eagles
2002,11,Tennessee Titans,Pittsburgh Steelers,Titans
2002,11,New York Giants,Washington Redskins,Giants
2002,11,Atlanta Falcons,New Orleans Saints,Falcons
2002,11,San Diego Chargers,San Francisco 49ers,Chargers
2002,11,Tampa Bay Buccaneers,Carolina Panthers,Bucaneers
2002,11,Miami Dolphins,Baltimore Ravens,Dolphins
2002,11,Detroit Lions,New York Jets,Jets
2002,11,Seattle Seahawks,Denver Broncos,Broncos
2002,11,Oakland Raiders,New England Patriots,Raiders
2002,11,St. Louis Rams,Chicago Bears,Rams
2002,12,Washington Redskins,St. Louis Rams,Redskins
2002,12,Pittsburgh Steelers,Cincinnati Bengals,Steelers
2002,12,New York Jets,Buffalo Bills,Jets
2002,12,New Orleans Saints,Cleveland Browns,Browns
2002,12,Baltimore Ravens,Tennessee Titans,Ravens
2002,12,Miami Dolphins,San Diego Chargers,Dolphins
2002,12,Carolina Panthers,Atlanta Falcons,Falcons
2002,12,New England Patriots,Minnesota Vikings,Patriots
2002,12,Dallas Cowboys,Jacksonville Jaguars,Cowboys
2002,12,Chicago Bears,Detroit Lions,Bears
2002,12,Arizona Cardinals,Oakland Raiders,Raiders
2002,12,Seattle Seahawks,Kansas City Chiefs,Seahawks
2002,12,Tampa Bay Buccaneers,Green Bay Packers,Bucaneers
2002,12,Houston Texans,New York Giants,Texans
2002,12,Denver Broncos,Indianapolis Colts,Colts
2002,12,San Francisco 49ers,Philadelphia Eagles,Eagles
2002,13,Detroit Lions,New England Patriots,Patriots
2002,13,Dallas Cowboys,Washington Redskins,Cowboys
2002,13,Minnesota Vikings,Atlanta Falcons,Falcons
2002,13,Kansas City Chiefs,Arizona Cardinals,Chiefs
2002,13,Cincinnati Bengals,Baltimore Ravens,Ravens
2002,13,Green Bay Packers,Chicago Bears,Packers
2002,13,Buffalo Bills,Miami Dolphins,Bills
2002,13,New York Giants,Tennessee Titans,Titans
2002,13,Cleveland Browns,Carolina Panthers,Panthers
2002,13,Jacksonville Jaguars,Pittsburgh Steelers,Steelers
2002,13,Indianapolis Colts,Houston Texans,Colts
2002,13,San Diego Chargers,Denver Broncos,Chargers
2002,13,Philadelphia Eagles,St. Louis Rams,Eagles
2002,13,San Francisco 49ers,Seattle Seahawks,49ers
2002,13,New Orleans Saints,Tampa Bay Buccaneers,Saints
2002,13,Oakland Raiders,New York Jets,Raiders
2002,14,Kansas City Chiefs,St. Louis Rams,Chiefs
2002,14,Pittsburgh Steelers,Houston Texans,Texans
2002,14,Tampa Bay Buccaneers,Atlanta Falcons,Bucaneers
2002,14,Carolina Panthers,Cincinnati Bengals,Panthers
2002,14,New England Patriots,Buffalo Bills,Patriots
2002,14,Dallas Cowboys,San Francisco 49ers,49ers
2002,14,Washington Redskins,New York Giants,Giants
2002,14,Jacksonville Jaguars,Cleveland Browns,Browns
2002,14,Tennessee Titans,Indianapolis Colts,Titans
2002,14,Seattle Seahawks,Philadelphia Eagles,Eagles
2002,14,Baltimore Ravens,New Orleans Saints,Saints
2002,14,Arizona Cardinals,Detroit Lions,Cardinals
2002,14,San Diego Chargers,Oakland Raiders,Raiders
2002,14,New York Jets,Denver Broncos,Jets
2002,14,Green Bay Packers,Minnesota Vikings,Packers
2002,14,Miami Dolphins,Chicago Bears,Dolphins
2002,15,Pittsburgh Steelers,Carolina Panthers,Steelers
2002,15,Houston Texans,Baltimore Ravens,Ravens
2002,15,Cincinnati Bengals,Jacksonville Jaguars,Jaguars
2002,15,Philadelphia Eagles,Washington Redskins,Eagles
2002,15,Cleveland Browns,Indianapolis Colts,Colts
2002,15,Buffalo Bills,San Diego Chargers,Bills
2002,15,Miami Dolphins,Oakland Raiders,Dolphins
2002,15,Atlanta Falcons,Seattle Seahawks,Seahawks
2002,15,New Orleans Saints,Minnesota Vikings,Vikings
2002,15,Detroit Lions,Tampa Bay Buccaneers,Bucaneers
2002,15,Chicago Bears,New York Jets,Bears
2002,15,Denver Broncos,Kansas City Chiefs,Broncos
2002,15,San Francisco 49ers,Green Bay Packers,Packers
2002,15,New York Giants,Dallas Cowboys,Giants
2002,15,St. Louis Rams,Arizona Cardinals,Rams
2002,15,Tennessee Titans,New England Patriots,Titans
2002,16,Minnesota Vikings,Miami Dolphins,Vikings
2002,16,Arizona Cardinals,San Francisco 49ers,49ers
2002,16,Dallas Cowboys,Philadelphia Eagles,Eagles
2002,16,Kansas City Chiefs,San Diego Chargers,Chiefs
2002,16,Indianapolis Colts,New York Giants,Giants
2002,16,Carolina Panthers,Chicago Bears,Panthers
2002,16,Green Bay Packers,Buffalo Bills,Packers
2002,16,Washington Redskins,Houston Texans,Redskins
2002,16,Cincinnati Bengals,New Orleans Saints,Bengals
2002,16,Atlanta Falcons,Detroit Lions,Falcons
2002,16,Jacksonville Jaguars,Tennessee Titans,Titans
2002,16,Seattle Seahawks,St. Louis Rams,Seahawks
2002,16,Baltimore Ravens,Cleveland Browns,Browns
2002,16,Oakland Raiders,Denver Broncos,Raiders
2002,16,New England Patriots,New York Jets,Jets
2002,16,Tampa Bay Buccaneers,Pittsburgh Steelers,Steelers
2002,17,New York Giants,Philadelphia Eagles,Giants
2002,17,Oakland Raiders,Kansas City Chiefs,Raiders
2002,17,Pittsburgh Steelers,Baltimore Ravens,Steelers
2002,17,Cleveland Browns,Atlanta Falcons,Browns
2002,17,New Orleans Saints,Carolina Panthers,Panthers
2002,17,Buffalo Bills,Cincinnati Bengals,Bills
2002,17,Washington Redskins,Dallas Cowboys,Redskins
2002,17,New England Patriots,Miami Dolphins,Patriots
2002,17,Detroit Lions,Minnesota Vikings,Vikings
2002,17,Houston Texans,Tennessee Titans,Titans
2002,17,Indianapolis Colts,Jacksonville Jaguars,Colts
2002,17,San Diego Chargers,Seattle Seahawks,Seahawks
2002,17,New York Jets,Green Bay Packers,Jets
2002,17,Denver Broncos,Arizona Cardinals,Broncos
2002,17,Chicago Bears,Tampa Bay Buccaneers,Bucaneers
2002,17,St. Louis Rams,San Francisco 49ers,Rams
2002,WildCard,New York Jets,Indianapolis Colts,Jets
2002,WildCard,Green Bay Packers,Atlanta Falcons,Falcons
2002,WildCard,Pittsburgh Steelers,Cleveland Browns,Steelers
2002,WildCard,San Francisco 49ers,New York Giants,49ers
2002,Division,Tennessee Titans,Pittsburgh Steelers,Titans
2002,Division,Philadelphia Eagles,Atlanta Falcons,Eagles
2002,Division,Tampa Bay Buccaneers,San Francisco 49ers,Bucaneers
2002,Division,Oakland Raiders,New York Jets,Raiders
2002,ConfChamp,Philadelphia Eagles,Tampa Bay Buccaneers,Bucaneers
2002,ConfChamp,Oakland Raiders,Tennessee Titans,Raiders
2002,SuperBowl,Tampa Bay Buccaneers,Oakland Raiders,Bucaneers
2003,1,Washington Redskins,New York Jets,Redskins
2003,1,Kansas City Chiefs,San Diego Chargers,Chiefs
2003,1,Green Bay Packers,Minnesota Vikings,Vikings
2003,1,Carolina Panthers,Jacksonville Jaguars,Panthers
2003,1,Buffalo Bills,New England Patriots,Bills
2003,1,Pittsburgh Steelers,Baltimore Ravens,Steelers
2003,1,New York Giants,St. Louis Rams,Giants
2003,1,Detroit Lions,Arizona Cardinals,Lions
2003,1,Miami Dolphins,Houston Texans,Texans
2003,1,Cincinnati Bengals,Denver Broncos,Broncos
2003,1,Cleveland Browns,Indianapolis Colts,Colts
2003,1,Seattle Seahawks,New Orleans Saints,Seahawks
2003,1,Dallas Cowboys,Atlanta Falcons,Falcons
2003,1,San Francisco 49ers,Chicago Bears,49ers
2003,1,Tennessee Titans,Oakland Raiders,Titans
2003,1,Philadelphia Eagles,Tampa Bay Buccaneers,Bucaneers
2003,2,Kansas City Chiefs,Pittsburgh Steelers,Chiefs
2003,2,Indianapolis Colts,Tennessee Titans,Colts
2003,2,Baltimore Ravens,Cleveland Browns,Ravens
2003,2,Green Bay Packers,Detroit Lions,Packers
2003,2,St. Louis Rams,San Francisco 49ers,Rams
2003,2,New Orleans Saints,Houston Texans,Saints
2003,2,New York Jets,Miami Dolphins,Dolphins
2003,2,Atlanta Falcons,Washington Redskins,Redskins
2003,2,Jacksonville Jaguars,Buffalo Bills,Bills
2003,2,Tampa Bay Buccaneers,Carolina Panthers,Panthers
2003,2,Arizona Cardinals,Seattle Seahawks,Seahawks
2003,2,Philadelphia Eagles,New England Patriots,Patriots
2003,2,San Diego Chargers,Denver Broncos,Broncos
2003,2,Oakland Raiders,Cincinnati Bengals,Raiders
2003,2,Minnesota Vikings,Chicago Bears,Vikings
2003,2,New York Giants,Dallas Cowboys,Cowboys
2003,3,Indianapolis Colts,Jacksonville Jaguars,Colts
2003,3,Cincinnati Bengals,Pittsburgh Steelers,Steelers
2003,3,New England Patriots,New York Jets,Patriots
2003,3,Houston Texans,Kansas City Chiefs,Chiefs
2003,3,Tennessee Titans,New Orleans Saints,Titans
2003,3,Detroit Lions,Minnesota Vikings,Vikings
2003,3,Atlanta Falcons,Tampa Bay Buccaneers,Bucaneers
2003,3,Washington Redskins,New York Giants,Giants
2003,3,Arizona Cardinals,Green Bay Packers,Cardinals
2003,3,Seattle Seahawks,St. Louis Rams,Seahawks
2003,3,San Francisco 49ers,Cleveland Browns,Browns
2003,3,San Diego Chargers,Baltimore Ravens,Ravens
2003,3,Miami Dolphins,Buffalo Bills,Dolphins
2003,3,Denver Broncos,Oakland Raiders,Broncos
2003,4,Pittsburgh Steelers,Tennessee Titans,Titans
2003,4,Buffalo Bills,Philadelphia Eagles,Eagles
2003,4,St. Louis Rams,Arizona Cardinals,Rams
2003,4,Minnesota Vikings,San Francisco 49ers,Vikings
2003,4,Cleveland Browns,Cincinnati Bengals,Bengals
2003,4,Washington Redskins,New England Patriots,Redskins
2003,4,Houston Texans,Jacksonville Jaguars,Texans
2003,4,Baltimore Ravens,Kansas City Chiefs,Chiefs
2003,4,Oakland Raiders,San Diego Chargers,Raiders
2003,4,New York Jets,Dallas Cowboys,Cowboys
2003,4,Denver Broncos,Detroit Lions,Broncos
2003,4,Carolina Panthers,Atlanta Falcons,Panthers
2003,4,New Orleans Saints,Indianapolis Colts,Colts
2003,4,Chicago Bears,Green Bay Packers,Packers
2003,5,Kansas City Chiefs,Denver Broncos,Chiefs
2003,5,Chicago Bears,Oakland Raiders,Bears
2003,5,Carolina Panthers,New Orleans Saints,Panthers
2003,5,New England Patriots,Tennessee Titans,Patriots
2003,5,Dallas Cowboys,Arizona Cardinals,Cowboys
2003,5,Green Bay Packers,Seattle Seahawks,Packers
2003,5,Buffalo Bills,Cincinnati Bengals,Bills
2003,5,New York Giants,Miami Dolphins,Dolphins
2003,5,Atlanta Falcons,Minnesota Vikings,Vikings
2003,5,Jacksonville Jaguars,San Diego Chargers,Jaguars
2003,5,Philadelphia Eagles,Washington Redskins,Eagles
2003,5,San Francisco 49ers,Detroit Lions,49ers
2003,5,Pittsburgh Steelers,Cleveland Browns,Browns
2003,5,Tampa Bay Buccaneers,Indianapolis Colts,Colts
2003,6,Indianapolis Colts,Carolina Panthers,Panthers
2003,6,Jacksonville Jaguars,Miami Dolphins,Dolphins
2003,6,New England Patriots,New York Giants,Patriots
2003,6,Green Bay Packers,Kansas City Chiefs,Chiefs
2003,6,Dallas Cowboys,Philadelphia Eagles,Cowboys
2003,6,New Orleans Saints,Chicago Bears,Saints
2003,6,Tennessee Titans,Houston Texans,Titans
2003,6,Washington Redskins,Tampa Bay Buccaneers,Bucaneers
2003,6,Cleveland Browns,Oakland Raiders,Browns
2003,6,New York Jets,Buffalo Bills,Jets
2003,6,Denver Broncos,Pittsburgh Steelers,Broncos
2003,6,Arizona Cardinals,Baltimore Ravens,Ravens
2003,6,Seattle Seahawks,San Francisco 49ers,Seahawks
2003,6,St. Louis Rams,Atlanta Falcons,Rams
2003,7,Minnesota Vikings,Denver Broncos,Vikings
2003,7,Carolina Panthers,Tennessee Titans,Titans
2003,7,Cincinnati Bengals,Baltimore Ravens,Bengals
2003,7,Cleveland Browns,San Diego Chargers,Chargers
2003,7,St. Louis Rams,Green Bay Packers,Rams
2003,7,Miami Dolphins,New England Patriots,Patriots
2003,7,Detroit Lions,Dallas Cowboys,Cowboys
2003,7,New York Giants,Philadelphia Eagles,Eagles
2003,7,Atlanta Falcons,New Orleans Saints,Saints
2003,7,Houston Texans,New York Jets,Jets
2003,7,Seattle Seahawks,Chicago Bears,Seahawks
2003,7,Buffalo Bills,Washington Redskins,Bills
2003,7,San Francisco 49ers,Tampa Bay Buccaneers,49ers
2003,7,Oakland Raiders,Kansas City Chiefs,Chiefs
2003,8,Minnesota Vikings,New York Giants,Giants
2003,8,Tampa Bay Buccaneers,Dallas Cowboys,Bucaneers
2003,8,Jacksonville Jaguars,Tennessee Titans,Titans
2003,8,Pittsburgh Steelers,St. Louis Rams,Rams
2003,8,Cincinnati Bengals,Seattle Seahawks,Bengals
2003,8,Baltimore Ravens,Denver Broncos,Ravens
2003,8,New England Patriots,Cleveland Browns,Patriots
2003,8,New Orleans Saints,Carolina Panthers,Panthers
2003,8,Chicago Bears,Detroit Lions,Bears
2003,8,Arizona Cardinals,San Francisco 49ers,Cardinals
